,resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name_x,date,time_race,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,position_qual,q1,q2,q3,driverRef,code,name_y
5732,22410,912,154,208,8,17,16,16,16,0.0,52,\N,\N,38,18,1:30.083,231.506,11,2014,13,14,Italian Grand Prix,2014-09-07,12:00:00,http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.0,1:27.632,\N,\N,grosjean,GRO,Lotus F1
5733,22411,912,155,207,10,18,17,17,17,0.0,52,\N,\N,35,21,1:30.758,229.784,11,2014,13,14,Italian Grand Prix,2014-09-07,12:00:00,http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,19.0,1:27.671,\N,\N,kobayashi,KOB,Caterham
5734,22412,912,824,206,17,19,18,18,18,0.0,52,\N,\N,51,20,1:30.521,230.386,11,2014,13,14,Italian Grand Prix,2014-09-07,12:00:00,http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,20.0,1:27.738,\N,\N,jules_bianchi,BIA,Marussia
5735,22413,912,821,15,21,15,19,19,19,0.0,51,\N,\N,40,15,1:29.449,233.147,12,2014,13,14,Italian Grand Prix,2014-09-07,12:00:00,http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.0,1:26.999,1:26.692,\N,gutierrez,GUT,Sauber
5736,22414,912,828,207,9,22,20,20,20,0.0,51,\N,\N,47,19,1:30.280,231.001,12,2014,13,14,Italian Grand Prix,2014-09-07,12:00:00,http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,22.0,1:28.562,\N,\N,ericsson,ERI,Caterham
5737,22415,912,4,6,14,7,\N,R,21,0.0,28,\N,\N,23,16,1:29.680,232.546,5,2014,13,14,Italian Grand Prix,2014-09-07,12:00:00,http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.0,1:26.514,1:25.525,1:25.430,alonso,ALO,Ferrari
5738,22416,912,820,206,4,20,\N,R,22,0.0,5,\N,\N,5,22,1:32.569,225.289,3,2014,13,14,Italian Grand Prix,2014-09-07,12:00:00,http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21.0,1:28.247,\N,\N,chilton,CHI,Marussia
5739,22417,913,1,131,44,1,1,1,1,25.0,60,2:00:04.795,7204795,39,1,1:50.417,165.137,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0,1:46.921,1:46.287,1:45.681,hamilton,HAM,Mercedes
5740,22418,913,20,9,1,4,2,2,2,18.0,60,+13.534,7218329,27,8,1:52.519,162.052,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.0,1:47.476,1:46.586,1:45.902,vettel,VET,Red Bull
5741,22419,913,817,9,3,3,3,3,3,15.0,60,+14.273,7219068,30,9,1:52.569,161.980,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.0,1:47.488,1:46.493,1:45.854,ricciardo,RIC,Red Bull
5742,22420,913,4,6,14,5,4,4,4,12.0,60,+15.389,7220184,27,6,1:52.115,162.636,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.0,1:46.889,1:46.328,1:45.907,alonso,ALO,Ferrari
5743,22421,913,13,3,19,6,5,5,5,10.0,60,+42.161,7246956,27,13,1:53.283,160.959,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.0,1:47.615,1:46.472,1:46.000,massa,MAS,Williams
5744,22422,913,818,5,25,12,6,6,6,8.0,60,+56.801,7261596,48,4,1:51.937,162.895,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.0,1:47.407,1:46.989,\N,vergne,VER,Toro Rosso
5745,22423,913,815,10,11,15,7,7,7,6.0,60,+59.038,7263833,46,5,1:52.007,162.793,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.0,1:48.143,1:47.575,\N,perez,PER,Force India
5746,22424,913,8,6,7,7,8,8,8,4.0,60,+1:00.641,7265436,28,11,1:52.872,161.545,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.0,1:46.685,1:46.359,1:46.170,raikkonen,RAI,Ferrari
5747,22425,913,807,10,27,13,9,9,9,2.0,60,+1:01.661,7266456,27,10,1:52.762,161.703,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,1:47.370,1:47.308,\N,hulkenberg,HUL,Force India
5748,22426,913,825,1,20,9,10,10,10,1.0,60,+1:02.230,7267025,48,2,1:51.639,163.330,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.0,1:47.976,1:46.700,1:46.250,kevin_magnussen,MAG,McLaren
5749,22427,913,822,3,77,8,11,11,11,0.0,60,+1:05.065,7269860,25,7,1:52.515,162.058,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.0,1:47.196,1:46.622,1:46.187,bottas,BOT,Williams
5750,22428,913,813,208,13,18,12,12,12,0.0,60,+1:06.915,7271710,26,12,1:53.213,161.059,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.0,1:49.063,\N,\N,maldonado,MAL,Lotus F1
5751,22429,913,154,208,8,16,13,13,13,0.0,60,+1:08.029,7272824,25,15,1:53.543,160.591,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.0,1:47.862,1:47.812,\N,grosjean,GRO,Lotus F1
5752,22430,913,826,5,26,10,14,14,14,0.0,60,+1:12.008,7276803,45,3,1:51.761,163.151,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.0,1:47.656,1:46.926,1:47.362,kvyat,KVY,Toro Rosso
5753,22431,913,828,207,9,22,15,15,15,0.0,60,+1:34.188,7298983,14,19,1:55.416,157.985,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,22.0,1:52.287,\N,\N,ericsson,ERI,Caterham
5754,22432,913,824,206,17,19,16,16,16,0.0,60,+1:34.543,7299338,47,14,1:53.538,160.598,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,19.0,1:49.440,\N,\N,jules_bianchi,BIA,Marussia
5755,22433,913,820,206,4,21,17,17,17,0.0,59,\N,\N,43,17,1:53.807,160.218,11,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21.0,1:50.473,\N,\N,chilton,CHI,Marussia
5756,22434,913,18,1,22,11,\N,R,18,0.0,52,\N,\N,16,16,1:53.707,160.359,31,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.0,1:47.161,1:46.943,\N,button,BUT,McLaren
5757,22435,913,16,15,99,17,\N,R,19,0.0,40,\N,\N,10,18,1:53.948,160.020,34,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17.0,1:48.324,\N,\N,sutil,SUT,Sauber
5758,22436,913,821,15,21,14,\N,R,20,0.0,17,\N,\N,6,20,1:55.684,157.619,10,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.0,1:47.970,1:47.333,\N,gutierrez,GUT,Sauber
5759,22437,913,3,131,6,2,\N,R,21,0.0,13,\N,\N,5,21,1:56.769,156.154,10,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.0,1:47.244,1:45.825,1:45.688,rosberg,ROS,Mercedes
5760,22438,913,155,207,10,20,\N,W,22,0.0,0,\N,\N,\N,0,\N,\N,131,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,20.0,1:50.405,\N,\N,kobayashi,KOB,Caterham
5761,22439,914,1,131,44,2,1,1,1,25.0,44,1:51:43.021,6703021,39,1,1:51.600,187.322,1,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.0,1:33.611,1:32.982,1:32.703,hamilton,HAM,Mercedes
5762,22440,914,3,131,6,1,2,2,2,18.0,44,+9.180,6712201,15,6,1:52.551,185.739,1,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0,1:33.671,1:32.950,1:32.506,rosberg,ROS,Mercedes
5763,22441,914,20,9,1,9,3,3,3,15.0,44,+29.122,6732143,32,3,1:51.915,186.795,1,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.0,1:35.517,1:34.784,1:34.432,vettel,VET,Red Bull
5764,22442,914,817,9,3,6,4,4,4,12.0,44,+38.818,6741839,38,4,1:52.231,186.269,1,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.0,1:35.593,1:34.466,1:34.075,ricciardo,RIC,Red Bull
5765,22443,914,18,1,22,8,5,5,5,10.0,44,+1:07.550,6770571,33,2,1:51.721,187.119,1,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.0,1:35.150,1:34.648,1:34.317,button,BUT,McLaren
5766,22444,914,822,3,77,3,6,6,6,8.0,44,+1:53.773,6816794,41,13,1:54.103,183.213,1,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.0,1:34.301,1:33.443,1:33.128,bottas,BOT,Williams
5767,22445,914,13,3,19,4,7,7,7,6.0,44,+1:55.126,6818147,39,8,1:53.450,184.267,1,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.0,1:34.483,1:33.551,1:33.527,massa,MAS,Williams
5768,22446,914,807,10,27,13,8,8,8,4.0,44,+1:55.948,6818969,28,7,1:52.814,185.306,1,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.0,1:35.000,1:35.099,\N,hulkenberg,HUL,Force India
5769,22447,914,818,5,25,20,9,9,9,2.0,44,+2:07.638,6830659,35,11,1:53.562,184.086,1,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.0,1:35.155,1:34.984,\N,vergne,VER,Toro Rosso
5770,22448,914,815,10,11,11,10,10,10,1.0,43,\N,\N,27,10,1:53.556,184.095,11,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.0,1:35.439,1:35.089,\N,perez,PER,Force India
5771,22449,914,826,5,26,12,11,11,11,0.0,43,\N,\N,25,12,1:54.021,183.345,11,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,1:35.210,1:35.092,\N,kvyat,KVY,Toro Rosso
5772,22450,914,8,6,7,10,12,12,12,0.0,43,\N,\N,36,5,1:52.426,185.946,11,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.0,1:34.984,1:34.771,1:34.548,raikkonen,RAI,Ferrari
5773,22451,914,821,15,21,15,13,13,13,0.0,43,\N,\N,40,17,1:55.372,181.198,11,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.0,1:35.308,1:35.681,\N,gutierrez,GUT,Sauber
5774,22452,914,825,1,20,7,14,14,14,0.0,43,\N,\N,38,9,1:53.510,184.170,11,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.0,1:34.930,1:34.229,1:34.242,kevin_magnussen,MAG,McLaren
5775,22453,914,154,208,8,16,15,15,15,0.0,43,\N,\N,28,16,1:55.302,181.308,11,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.0,1:35.984,\N,\N,grosjean,GRO,Lotus F1
5776,22454,914,813,208,13,22,16,16,16,0.0,43,\N,\N,26,15,1:54.702,182.256,11,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17.0,1:35.917,\N,\N,maldonado,MAL,Lotus F1
5777,22455,914,828,207,9,17,17,17,17,0.0,43,\N,\N,27,14,1:54.669,182.309,11,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,19.0,1:36.813,\N,\N,ericsson,ERI,Caterham
5778,22456,914,820,206,4,21,18,18,18,0.0,43,\N,\N,25,21,1:56.472,179.486,11,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,22.0,1:37.481,\N,\N,chilton,CHI,Marussia
5779,22457,914,155,207,10,19,19,19,19,0.0,43,\N,\N,29,18,1:55.641,180.776,11,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21.0,1:37.015,\N,\N,kobayashi,KOB,Caterham
5780,22458,914,824,206,17,18,20,20,20,0.0,41,\N,\N,27,20,1:55.985,180.240,3,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,20.0,1:36.943,\N,\N,jules_bianchi,BIA,Marussia
5781,22459,914,16,15,99,14,21,21,21,0.0,40,\N,\N,25,19,1:55.753,180.601,3,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.0,1:35.736,1:35.364,\N,sutil,SUT,Sauber
5782,22460,914,4,6,14,5,\N,R,22,0.0,2,\N,\N,\N,0,\N,\N,40,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.0,1:34.497,1:33.675,1:33.740,alonso,ALO,Ferrari
5783,22461,915,1,131,44,1,1,1,1,25.0,53,1:31:50.744,5510744,48,3,1:41.606,207.200,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0,1:38.759,1:38.338,1:38.513,hamilton,HAM,Mercedes
5784,22462,915,3,131,6,2,2,2,2,18.0,53,+13.657,5524401,52,2,1:41.360,207.703,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.0,1:39.076,1:38.606,1:38.713,rosberg,ROS,Mercedes
5785,22463,915,822,3,77,3,3,3,3,15.0,53,+17.425,5528169,53,1,1:40.896,208.658,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.0,1:39.125,1:38.971,1:38.920,bottas,BOT,Williams
5786,22464,915,18,1,22,4,4,4,4,12.0,53,+30.234,5540978,47,4,1:41.964,206.472,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.0,1:39.560,1:39.381,1:39.121,button,BUT,McLaren
5787,22465,915,825,1,20,11,5,5,5,10.0,53,+53.616,5564360,44,14,1:43.076,204.245,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.0,1:39.735,1:39.022,1:39.629,kevin_magnussen,MAG,McLaren
5788,22466,915,4,6,14,7,6,6,6,8.0,53,+1:00.016,5570760,53,6,1:42.179,206.038,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.0,1:40.255,1:39.786,1:39.709,alonso,ALO,Ferrari
5789,22467,915,817,9,3,6,7,7,7,6.0,53,+1:01.812,5572556,50,13,1:43.050,204.296,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.0,1:40.519,1:39.666,1:39.635,ricciardo,RIC,Red Bull
5790,22468,915,20,9,1,10,8,8,8,4.0,53,+1:06.185,5576929,53,8,1:42.630,205.133,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.0,1:40.382,1:40.052,\N,vettel,VET,Red Bull
5791,22469,915,8,6,7,8,9,9,9,2.0,53,+1:18.877,5589621,45,11,1:42.919,204.556,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.0,1:40.098,1:39.838,1:39.771,raikkonen,RAI,Ferrari
5792,22470,915,815,10,11,12,10,10,10,1.0,53,+1:20.067,5590811,47,12,1:42.924,204.547,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,1:40.723,1:40.163,\N,perez,PER,Force India
5793,22471,915,13,3,19,18,11,11,11,0.0,53,+1:20.877,5591621,47,10,1:42.879,204.636,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.0,1:43.064,\N,\N,massa,MAS,Williams
5794,22472,915,807,10,27,17,12,12,12,0.0,53,+1:21.309,5592053,50,9,1:42.685,205.023,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.0,1:40.273,1:40.058,\N,hulkenberg,HUL,Force India
5795,22473,915,818,5,25,9,13,13,13,0.0,53,+1:37.295,5608039,53,7,1:42.550,205.293,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.0,1:40.354,1:39.929,1:40.020,vergne,VER,Toro Rosso
5796,22474,915,826,5,26,5,14,14,14,0.0,52,\N,\N,52,5,1:42.022,206.355,11,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.0,1:40.074,1:39.296,1:39.277,kvyat,KVY,Toro Rosso
5797,22475,915,821,15,21,13,15,15,15,0.0,52,\N,\N,45,18,1:44.075,202.284,11,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.0,1:41.159,1:40.536,\N,gutierrez,GUT,Sauber
5798,22476,915,16,15,99,14,16,16,16,0.0,52,\N,\N,42,15,1:43.822,202.777,11,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.0,1:40.766,1:40.984,\N,sutil,SUT,Sauber
5799,22477,915,154,208,8,15,17,17,17,0.0,52,\N,\N,49,19,1:44.461,201.537,11,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.0,1:42.526,1:41.397,\N,grosjean,GRO,Lotus F1
5800,22478,915,813,208,13,21,18,18,18,0.0,52,\N,\N,50,17,1:44.030,202.372,11,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,20.0,1:43.205,\N,\N,maldonado,MAL,Lotus F1
5801,22479,915,828,207,9,16,19,19,19,0.0,51,\N,\N,48,16,1:43.979,202.471,12,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17.0,1:42.648,\N,\N,ericsson,ERI,Caterham
5802,22480,915,155,207,10,19,\N,R,20,0.0,21,\N,\N,17,20,1:47.407,196.009,23,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,19.0,1:43.166,\N,\N,kobayashi,KOB,Caterham
5803,22481,915,820,206,4,20,\N,R,21,0.0,9,\N,\N,8,21,1:48.268,194.450,22,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21.0,1:43.649,\N,\N,chilton,CHI,Marussia
5804,22482,916,1,131,44,2,1,1,1,25.0,56,1:40:04.785,6004785,49,4,1:41.929,194.712,1,2014,17,69,United States Grand Prix,2014-11-02,20:00:00,http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.0,1:37.196,1:37.287,1:36.443,hamilton,HAM,Mercedes
5805,22483,916,3,131,6,1,2,2,2,18.0,56,+4.314,6009099,48,5,1:41.932,194.706,1,2014,17,69,United States Grand Prix,2014-11-02,20:00:00,http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0,1:38.303,1:36.290,1:36.067,rosberg,ROS,Mercedes
5806,22484,916,817,9,3,5,3,3,3,15.0,56,+25.560,6030345,33,7,1:42.831,193.004,1,2014,17,69,United States Grand Prix,2014-11-02,20:00:00,http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.0,1:38.814,1:37.873,1:37.244,ricciardo,RIC,Red Bull
5807,22485,916,13,3,19,4,4,4,4,12.0,56,+26.924,6031709,50,9,1:42.971,192.741,1,2014,17,69,United States Grand Prix,2014-11-02,20:00:00,http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.0,1:37.877,1:37.347,1:37.205,massa,MAS,Williams
5808,22486,916,822,3,77,3,5,5,5,10.0,56,+30.992,6035777,55,6,1:42.505,193.617,1,2014,17,69,United States Grand Prix,2014-11-02,20:00:00,http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.0,1:38.249,1:37.499,1:36.906,bottas,BOT,Williams
